concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.01,0.06,0.00000008,0.0123,0.24,1.1033,324.56
0.01,0.0004,0.05,0.0123,0.14,1.0661,312.87
0.02,0.02,0.04,0.0123,0.21,1.1253,321.38
0.00000163,0.0004,0.00000007,0.0123,0.14,1.0306,288.6
0.03,0.0004,0.00000007,0.0123,0.2,1.107,315.5
0.00000163,0.03,0.01,0.0123,0.19,1.0761,311.36
0.09,0.0004,0.03,0.0123,0.2,1.0997,315.98
0.00000163,0.11,0.01,0.0123,0.21,1.12,319.48
0.005,0.06,0.00000008,0.0123,0.21,1.0988,323.79
0.005,0.03,0.00000008,0.0123,0.18,1.0833,320.32
0.00000163,0.02,0.00000009,0.0123,0.24,1.0742,309.85
0.01,0.0004,0.00000008,0.0123,0.25,1.0294,308.55
0.11,0.0004,0.00000008,0.0123,0.18,1.1002,316.77
0.035,0.02,0.00000008,0.0123,0.21,1.1344,323.59
0.04,0.0004,0.02,0.0123,0.28,1.0963,314.95
0.01,0.0004,0.03,0.0123,0.21,1.0295,308.15
0.00000163,0.05,0.00000008,0.0123,0.16,1.0868,315.07
0.00000163,0.09,0.04,0.0123,0.27,1.0763,316.11
0.00000163,0.02,0.03,0.0123,0.15,1.0691,307.62
0.00000163,0.06,0.00000008,0.0123,0.16,1.102,317.24
0.005,0.05,0.00000008,0.0123,0.16,1.0954,322.97
0.00000163,0.04,0.00000008,0.0123,0.16,1.0867,314.01
0.01,0.0004,0.00000008,0.0123,0.35,1.0293,308.2
0.02,0.04,0.04,0.0123,0.19,1.1395,324.52
0.01,0.03,0.00000009,0.0123,0.24,1.0782,321.53
0.02,0.08,0.05,0.0123,0.24,1.1677,327.59
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0294,288.58
0.02,0.04,0.03,0.0123,0.18,1.0827,323.36
0.00000163,0.04,0.00000008,0.0123,0.3,1.0924,314.44
0.02,0.0004,0.00000008,0.0123,0.32,1.0704,317.03
0.06,0.0004,0.00000008,0.0123,0.2,1.0859,316.04
0.01,0.0004,0.00000008,0.0123,0.1,1.0307,309.34
0.00000163,0.1,0.00000008,0.0123,0.21,1.1104,319.93
0.01,0.02,0.00000008,0.0123,0.26,1.0656,319.77
0.06,0.0004,0.01,0.0123,0.2,1.0963,315.62
0.01,0.03,0.00000007,0.0123,0.21,1.0807,321.48
0.02,0.03,0.00000008,0.0123,0.21,1.1269,323.59
0.015,0.02,0.00000008,0.0123,0.3,1.1181,322.15
0.04,0.08,0.00000008,0.0123,0.14,1.1766,328.83
0.00000163,0.09,0.02,0.0123,0.26,1.0865,316.71
0.04,0.0004,0.00000008,0.0123,0.17,1.0306,314.93
0.01,0.01,0.00000008,0.0123,0.14,1.0575,316.82
0.01,0.02,0.00000008,0.0123,0.2,1.0659,319.58
0.00000163,0.01,0.00000008,0.0123,0.04,1.0619,305.9
0.02,0.09,0.00000008,0.0123,0.2,1.1143,327.19
0.01,0.0004,0.00000008,0.0123,0.26,1.0293,308.53
0.06,0.01,0.05,0.0123,0.19,1.1115,324.84
0.01,0.02,0.02,0.0123,0.22,1.0585,320.03
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0293,288.54
0.00000163,0.0004,0.00000009,0.0123,0.22,1.0294,288.57
0.03,0.06,0.00000008,0.0123,0.28,1.1611,327.6
0.01,0.0004,0.00000009,0.0123,0.18,1.0722,314.74
0.01,0.02,0.00000008,0.0123,0.16,1.0661,319.5
0.01,0.01,0.06,0.0123,0.25,1.0551,317.3
0.02,0.0004,0.00000009,0.0123,0.1,1.0734,309.83
0.045,0.02,0.00000008,0.0123,0.21,1.1398,324.21
0.00000163,0.07,0.00000008,0.0123,0.2,1.1007,317.84
0.06,0.03,0.01,0.0123,0.16,1.1572,326.24
0.02,0.0004,0.1,0.0123,0.22,1.0697,310.68
0.01,0.02,0.00000009,0.0123,0.21,1.0681,319.7
0.02,0.03,0.06,0.0123,0.17,1.0792,322.86
0.00000163,0.0004,0.02,0.0123,0.13,1.0298,287.77
0.02,0.0004,0.08,0.0123,0.19,1.0799,312.12
0.05,0.0004,0.00000008,0.0123,0.2,1.1021,319.46
0.01,0.04,0.00000008,0.0123,0.12,1.0932,322.32
0.01,0.0004,0.00000008,0.0123,0.35,1.0305,308.35
0.02,0.06,0.04,0.0123,0.19,1.1126,323.36
0.015,0.0004,0.00000008,0.0123,0.18,1.0642,308.79
0.00000163,0.04,0.08,0.0123,0.25,1.081,311.4
0.01,0.01,0.00000008,0.0123,0.35,1.0566,316.82
0.01,0.03,0.00000008,0.0123,0.08,1.1253,321.66
0.00000163,0.01,0.00000008,0.0123,0.17,1.0547,304.19
0.00000163,0.0004,0.12,0.0123,0.16,1.0371,296.17
0.04,0.03,0.00000008,0.0123,0.21,1.1465,325.52
0.01,0.01,0.00000008,0.0123,0.24,1.0571,316.78
0.00000163,0.0004,0.04,0.0123,0.25,1.0293,294.53
0.00000163,0.06,0.00000008,0.0123,0.16,1.0924,316.82
0.00000163,0.06,0.02,0.0123,0.2,1.082,314.67
0.025,0.01,0.00000008,0.0123,0.24,1.1163,320.53
0.00000163,0.04,0.00000008,0.0123,0.32,1.0851,314.01
0.00000163,0.01,0.00000008,0.0123,0.12,1.0306,303.92
0.01,0.08,0.00000008,0.0123,0.26,1.1282,326.07
0.005,0.0004,0.00000007,0.0123,0.12,1.0307,306.23
0.015,0.01,0.00000009,0.0123,0.2,1.097,319.29
0.00000163,0.02,0.00000008,0.0123,0.08,1.0308,307.99
0.02,0.04,0.00000008,0.0123,0.21,1.0808,323.01
0.01,0.02,0.00000008,0.0123,0.21,1.0681,319.67
0.02,0.01,0.02,0.0123,0.16,1.0494,318.98
0.02,0.01,0.03,0.0123,0.15,1.054,319.13
0.01,0.02,0.00000008,0.0123,0.26,1.0741,319.86
0.02,0.0004,0.00000008,0.0123,0.22,1.0717,317.76
0.04,0.0004,0.02,0.0123,0.21,1.0687,314.87
0.07,0.04,0.01,0.0123,0.28,1.1504,327.11
0.025,0.0004,0.00000009,0.0123,0.35,1.0828,314.25
0.02,0.03,0.02,0.0123,0.25,1.1352,325.27
0.025,0.0004,0.00000008,0.0123,0.3,1.1,312.56
0.00000163,0.01,0.00000008,0.0123,0.45,1.0599,304.61
0.01,0.02,0.00000009,0.0123,0.21,1.0751,319.82
0.02,0.02,0.00000008,0.0123,0.3,1.1183,322.81
0.00000163,0.0004,0.07,0.0123,0.23,1.0314,292.26
0.005,0.01,0.00000008,0.0123,0.24,1.057,315.2
0.03,0.01,0.00000008,0.0123,0.18,1.1175,320.87
0.01,0.06,0.00000008,0.0123,0.22,1.1014,324.57
0.00000163,0.0004,0.00000009,0.0123,0.12,1.0306,288.62
0.04,0.01,0.00000008,0.0123,0.23,1.1097,321.4
0.005,0.02,0.00000008,0.0123,0.26,1.0676,318.87
0.035,0.02,0.00000008,0.0123,0.26,1.1351,323.73
0.025,0.01,0.00000008,0.0123,0.24,1.1182,320.63
0.00000163,0.03,0.01,0.0123,0.21,1.0784,311.54
0.02,0.03,0.00000008,0.0123,0.18,1.1264,323.48
0.00000163,0.02,0.02,0.0123,0.23,1.0657,304.28
0.00000163,0.0004,0.00000008,0.0123,0.26,1.0293,288.55
0.03,0.07,0.02,0.0123,0.26,1.0981,326.84
0.005,0.01,0.00000008,0.0123,0.16,1.0548,315.38
0.00000163,0.03,0.00000009,0.0123,0.16,1.0573,311.02
0.03,0.01,0.00000008,0.0123,0.12,1.1179,320
0.00000163,0.06,0.00000008,0.0123,0.18,1.1048,317.31
0.005,0.01,0.00000008,0.0123,0.22,1.0546,315.54
0.005,0.03,0.00000009,0.0123,0.14,1.0801,320.38
0.015,0.04,0.00000008,0.0123,0.21,1.1334,324.71
0.00000163,0.0004,0.03,0.0123,0.24,1.0356,287.55
0.005,0.04,0.00000008,0.0123,0.16,1.0889,321.49
0.02,0.01,0.00000008,0.0123,0.16,1.1028,319.85
0.00000163,0.05,0.00000008,0.0123,0.35,1.0774,314.69
0.01,0.0004,0.05,0.0123,0.16,1.0312,307.12
0.005,0.01,0.00000008,0.0123,0.55,1.0584,314.29
0.02,0.0004,0.08,0.0123,0.16,1.0794,310.36
0.01,0.03,0.05,0.0123,0.23,1.1255,319.89
0.00000163,0.06,0.01,0.0123,0.17,1.099,315.57
0.035,0.02,0.00000008,0.0123,0.18,1.1376,323.63
0.005,0.02,0.00000009,0.0123,0.21,1.0639,317.21
0.00000163,0.04,0.00000008,0.0123,0.22,1.0845,314.32
0.01,0.04,0.00000008,0.0123,0.16,1.09,322.59
0.00000163,0.02,0.00000008,0.0123,0.21,1.0294,306.91
0.01,0.0004,0.00000008,0.0123,0.18,1.0306,309.02
0.005,0.07,0.00000008,0.0123,0.18,1.1069,324.14
0.01,0.08,0.00000008,0.0123,0.21,1.1132,325.75
0.00000163,0.0004,0.00000008,0.0123,0.32,1.0306,288.53
0.01,0.02,0.00000008,0.0123,0.2,1.0659,319.58
0.005,0.01,0.00000008,0.0123,0.1,1.0974,316.36
0.005,0.0004,0.00000008,0.0123,0.26,1.0306,306.06
0.01,0.1,0.01,0.0123,0.17,1.1377,326.78
0.02,0.0004,0.00000008,0.0123,0.02,1.076,311.48
0.01,0.01,0.00000008,0.0123,0.23,1.0546,316.73
0.00000163,0.02,0.09,0.0123,0.2,1.0677,307.71
0.00000163,0.01,0.00000008,0.0123,0.14,1.0611,305.48
0.015,0.04,0.00000008,0.0123,0.22,1.128,324.24
0.00000163,0.09,0.00000009,0.0123,0.26,1.1057,319.16
0.005,0.03,0.00000008,0.0123,0.24,1.0793,320.63
0.00000163,0.03,0.00000008,0.0123,0.1,1.0833,312.97
0.02,0.03,0.00000008,0.0123,0.32,1.1286,324.33
0.00000163,0.05,0.00000009,0.0123,0.16,1.079,315.32
0.00000163,0.02,0.06,0.0123,0.25,1.0638,307.2
0.00000163,0.02,0.00000008,0.0123,0.32,1.0305,307.52
0.02,0.0004,0.03,0.0123,0.21,1.0295,311.08
0.005,0.03,0.00000008,0.0123,0.24,1.0759,320.46
0.02,0.01,0.01,0.0123,0.26,1.1201,319.95
0.01,0.0004,0.16,0.0123,0.21,1.0712,310.14
0.04,0.04,0.00000008,0.0123,0.26,1.1594,326.77
0.08,0.0004,0.01,0.0123,0.19,1.0877,316.46
0.01,0.02,0.02,0.0123,0.15,1.0603,320.06
0.005,0.0004,0.00000008,0.0123,0.28,1.0293,305.85
0.01,0.02,0.00000008,0.0123,0.27,1.0714,319.88
0.00000163,0.03,0.00000009,0.0123,0.26,1.057,310.75
0.01,0.0004,0.00000008,0.0123,0.1,1.0306,309.19
0.00000163,0.1,0.00000008,0.0123,0.16,1.1126,319.97
0.00000163,0.04,0.00000008,0.0123,0.3,1.0674,312.92
0.00000163,0.01,0.04,0.0123,0.17,1.0494,302.68
0.01,0.2,0.00000008,0.0124,0.26,1.137,328.53
0.02,0.0004,0.00000008,0.0123,0.24,1.0709,317.61
0.035,0.01,0.00000008,0.0123,0.22,1.122,321.35
0.00000163,0.03,0.00000008,0.0123,0.16,1.061,311.18
0.00000163,0.03,0.01,0.0123,0.22,1.076,311.48
0.005,0.0004,0.00000009,0.0123,0.16,1.0306,306.39
0.005,0.0004,0.00000008,0.0123,0.1,1.0306,306.25
0.00000163,0.0004,0.00000007,0.0123,0.18,1.0306,288.59
0.05,0.01,0.02,0.0123,0.21,1.1272,321.25
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,287.42
0.04,0.03,0.01,0.0123,0.21,1.1358,326.42
0.01,0.04,0.00000008,0.0123,0.16,1.0909,322.46
0.00000163,0.07,0.04,0.0123,0.27,1.1034,315.29
0.025,0.04,0.00000008,0.0123,0.16,1.1425,325.3
0.00000163,0.11,0.00000008,0.0123,0.21,1.1149,320.3
0.025,0.03,0.00000008,0.0123,0.22,1.1393,324.38
0.01,0.04,0.00000008,0.0123,0.17,1.0866,322.68
0.005,0.02,0.00000008,0.0123,0.14,1.0685,318.33
0.005,0.03,0.00000009,0.0123,0.26,1.0784,320.69
0.02,0.02,0.07,0.0123,0.22,1.1307,321.83
0.015,0.01,0.00000008,0.0123,0.16,1.098,319.07
0.035,0.0004,0.00000008,0.0123,0.22,1.0948,316.26
0.00000163,0.15,0.00000008,0.0123,0.21,1.1187,322.53
0.00000163,0.09,0.00000008,0.0123,0.24,1.1149,315
0.04,0.01,0.01,0.0123,0.32,1.1284,321.34
0.015,0.0004,0.00000008,0.0123,0.22,1.0634,316.32
0.01,0.1,0.00000008,0.0123,0.24,1.1589,328.84
0.025,0.03,0.00000008,0.0123,0.14,1.1349,324.01
0.02,0.04,0.00000008,0.0123,0.16,1.1326,324.59
0.04,0.05,0.00000008,0.0123,0.19,1.1621,327.34
0.03,0.06,0.03,0.0123,0.23,1.1664,327.53
0.04,0.0004,0.00000008,0.0123,0.2,1.0974,316.85
0.01,0.03,0.00000008,0.0123,0.31,1.0828,321.66
0.00000163,0.07,0.00000008,0.0123,0.18,1.0969,317.71
0.00000163,0.01,0.00000009,0.0123,0.26,1.0612,305.17
0.01,0.04,0.00000008,0.0123,0.28,1.0925,322.98
0.01,0.01,0.06,0.0123,0.23,1.1037,318.1
0.00000163,0.01,0.03,0.0123,0.14,1.0511,304.18
0.00000163,0.04,0.00000008,0.0123,0.21,1.0845,314.37
0.00000163,0.0004,0.00000008,0.0123,0.55,1.0303,288.28
0.02,0.09,0.02,0.0123,0.27,1.1421,327.91
0.015,0.05,0.00000008,0.0123,0.16,1.133,325.07
0.02,0.01,0.00000008,0.0123,0.12,1.1026,319.78
0.005,0.04,0.00000008,0.0123,0.26,1.0905,321.81
0.01,0.04,0.02,0.0123,0.25,1.0768,322.83
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0306,288.6
0.005,0.05,0.00000008,0.0123,0.22,1.0947,322.88
0.00000163,0.02,0.00000008,0.0123,0.24,1.0306,307.68
0.02,0.01,0.00000007,0.0123,0.12,1.103,319.76
0.005,0.09,0.00000008,0.0123,0.2,1.115,325.88
0.005,0.01,0.00000008,0.0123,0.12,1.0576,315.45
0.00000163,0.0004,0.05,0.0123,0.24,1.0295,290.25
0.04,0.0004,0.02,0.0123,0.17,1.071,314.69
0.00000163,0.06,0.00000008,0.0123,0.18,1.0904,316.56
0.00000163,0.02,0.00000007,0.0123,0.21,1.0306,307.73
0.03,0.0004,0.00000008,0.0123,0.32,1.1042,313.14
0.00000163,0.04,0.00000009,0.0123,0.24,1.0678,313.21
0.00000163,0.01,0.03,0.0123,0.13,1.0509,303.49
0.05,0.0004,0.06,0.0123,0.24,1.0319,312.76
0.01,0.03,0.05,0.0123,0.17,1.0687,320.59
0.01,0.02,0.05,0.0123,0.24,1.1179,320.4
0.01,0.05,0.00000008,0.0123,0.21,1.0975,324.09
0.005,0.05,0.00000007,0.0123,0.2,1.0958,322.84
0.01,0.01,0.01,0.0123,0.16,1.1061,318.65
0.00000163,0.04,0.00000008,0.0123,0.08,1.0688,313.98
0.00000163,0.0004,0.00000008,0.0123,0.08,1.0306,288.71
0.00000163,0.03,0.12,0.0123,0.19,1.074,309.74
0.01,0.06,0.03,0.0123,0.23,1.0893,324.12
0.01,0.02,0.00000007,0.0123,0.16,1.0684,319.54
0.05,0.02,0.01,0.0123,0.23,1.1428,323.86
0.005,0.03,0.00000009,0.0123,0.2,1.0795,320.3
0.03,0.0004,0.00000008,0.0123,0.26,1.1064,313.37
0.04,0.05,0.01,0.0123,0.2,1.1623,326.91
0.00000163,0.0004,0.08,0.0123,0.16,1.0358,290.7
0.03,0.03,0.00000008,0.0123,0.23,1.1419,324.84
0.00000163,0.04,0.00000008,0.0123,0.32,1.0924,314.35
0.04,0.01,0.02,0.0123,0.12,1.1268,320.62
0.00000163,0.01,0.00000009,0.0123,0.24,1.0306,303.76
0.01,0.04,0.00000008,0.0123,0.16,1.0933,322.51
0.04,0.01,0.04,0.0123,0.2,1.1129,323.14
0.08,0.0004,0.00000008,0.0123,0.26,1.0818,318.48
0.005,0.01,0.00000008,0.0123,0.32,1.0568,313.39
0.025,0.01,0.00000008,0.0123,0.18,1.1173,320.4
0.01,0.01,0.00000008,0.0123,0.21,1.0606,317.06
0.01,0.04,0.03,0.0123,0.21,1.132,323.5
0.03,0.0004,0.00000009,0.0123,0.26,1.1064,313.37
0.00000163,0.03,0.00000008,0.0123,0.2,1.068,311.43
0.03,0.02,0.00000009,0.0123,0.16,1.1319,323.26
0.02,0.07,0.01,0.0123,0.21,1.1636,327.29
0.05,0.01,0.01,0.0123,0.23,1.0534,321.54
0.00000163,0.08,0.00000009,0.0123,0.26,1.1001,318.3
0.02,0.04,0.00000009,0.0123,0.22,1.1338,325.14
0.005,0.03,0.00000008,0.0123,0.24,1.0826,320.55
0.00000163,0.12,0.00000008,0.0123,0.21,1.1155,317.76
0.005,0.09,0.00000008,0.0123,0.21,1.1148,325.9
0.02,0.0004,0.00000008,0.0123,0.2,1.0294,311.86
0.015,0.04,0.00000008,0.0123,0.14,1.1269,323.99
0.01,0.04,0.00000008,0.0123,0.32,1.1353,324.51
0.04,0.03,0.03,0.0123,0.25,1.149,324.81
0.05,0.01,0.00000008,0.0123,0.18,1.1224,322.02
0.00000163,0.0004,0.00000008,0.0123,0.45,1.0305,288.37
0.00000163,0.04,0.00000009,0.0123,0.21,1.0933,314.68
0.00000163,0.01,0.00000009,0.0123,0.14,1.0306,303.89
0.00000163,0.01,0.00000008,0.0123,0.16,1.0618,305.46
0.00000163,0.04,0.00000008,0.0123,0.08,1.0688,313.98
0.005,0.06,0.00000008,0.0123,0.1,1.1036,323.09
0.03,0.0004,0.04,0.0123,0.12,1.0914,310.87
0.05,0.04,0.00000008,0.0123,0.26,1.1533,326.7
0.005,0.04,0.00000008,0.0123,0.32,1.0906,321.99
0.02,0.05,0.07,0.0123,0.22,1.1556,325.5
0.01,0.01,0.00000008,0.0123,0.2,1.0574,316.91
0.07,0.01,0.00000008,0.0123,0.25,1.1222,322.87
0.00000163,0.02,0.01,0.0123,0.18,1.066,308.25
0.005,0.02,0.00000008,0.0123,0.14,1.0749,318.48
0.005,0.03,0.00000009,0.0123,0.08,1.0842,319.83
0.01,0.0004,0.13,0.0123,0.23,1.0694,309.57
0.01,0.08,0.00000008,0.0123,0.32,1.1471,326.88
0.02,0.04,0.00000009,0.0123,0.12,1.1313,324.45
0.015,0.0004,0.00000008,0.0123,0.32,1.063,316.05
0.02,0.05,0.04,0.0123,0.25,1.1236,325.03
0.02,0.02,0.00000007,0.0123,0.21,1.1174,322.54
0.00000163,0.01,0.00000008,0.0123,0.1,1.0307,303.97
0.01,0.03,0.01,0.0123,0.18,1.0786,321.76
0.025,0.03,0.00000008,0.0123,0.24,1.1411,324.56
0.01,0.05,0.02,0.0123,0.23,1.088,323.7
0.05,0.0004,0.00000009,0.0123,0.21,1.1032,316.81
0.01,0.0004,0.00000008,0.0123,0.06,1.0307,309.04
0.025,0.0004,0.00000009,0.0123,0.08,1.0701,314.29
0.035,0.0004,0.00000009,0.0123,0.21,1.0944,316.13
0.02,0.0004,0.04,0.0123,0.22,1.0297,311.16
0.015,0.02,0.00000008,0.0123,0.06,1.1039,320.5
0.02,0.02,0.06,0.0123,0.17,1.1256,322.38
0.05,0.01,0.00000008,0.0123,0.26,1.128,322.38
0.00000163,0.03,0.00000008,0.0123,0.16,1.0784,311.57
0.05,0.0004,0.00000008,0.0123,0.22,1.1033,316.62
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0306,288.54
0.01,0.06,0.00000008,0.0123,0.26,1.1031,324.61
0.00000163,0.04,0.1,0.0123,0.21,1.0801,311.15
0.05,0.0004,0.00000008,0.0123,0.2,1.0294,314.99
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,287.43
0.005,0.0004,0.00000008,0.0123,0.06,1.0308,306.38
0.00000163,0.03,0.00000007,0.0123,0.08,1.0867,313.3
0.02,0.02,0.00000008,0.0123,0.24,1.1175,322.27
0.015,0.02,0.00000008,0.0123,0.1,1.1105,321.07
0.00000163,0.04,0.00000008,0.0123,0.32,1.09,314.26
0.03,0.03,0.04,0.0123,0.21,1.1329,327.84
0.035,0.0004,0.00000008,0.0123,0.4,1.1163,315
0.00000163,0.04,0.03,0.0123,0.2,1.0651,313.05
0.01,0.02,0.00000008,0.0123,0.18,1.0682,319.59
0.05,0.0004,0.07,0.0123,0.17,1.0342,314.85
0.00000163,0.07,0.00000009,0.0123,0.2,1.0958,317.7
0.005,0.01,0.00000008,0.0123,0.12,1.0576,315.43
0.00000163,0.0004,0.00000008,0.0123,0.28,1.0293,287.4
0.03,0.02,0.00000008,0.0123,0.28,1.1344,323.55
0.01,0.04,0.06,0.0123,0.21,1.0697,322.52
0.02,0.04,0.00000009,0.0123,0.2,1.1337,325.07
0.01,0.0004,0.01,0.0123,0.21,1.0355,311.08
0.00000163,0.01,0.00000008,0.0123,0.32,1.0605,304.99
0.06,0.02,0.07,0.0123,0.21,1.1274,324.88
0.00000163,0.05,0.00000009,0.0123,0.18,1.0792,314.96
0.01,0.03,0.07,0.0123,0.22,1.128,322
0.02,0.01,0.00000008,0.0123,0.21,1.0546,318.25
0.00000163,0.04,0.05,0.0123,0.14,1.0321,310.78
0.00000163,0.07,0.02,0.0123,0.19,1.0987,315.56
0.005,0.01,0.00000008,0.0123,0.3,1.0632,314.02
0.01,0.0004,0.00000008,0.0123,0.18,1.0306,308.97
0.03,0.09,0.02,0.0123,0.21,1.1692,328.73
0.00000163,0.05,0.02,0.0123,0.28,1.0359,309.5
0.01,0.04,0.00000009,0.0123,0.28,1.0861,322.92
0.04,0.02,0.01,0.0123,0.16,1.1274,324.59
0.02,0.13,0.00000008,0.0123,0.23,1.1597,329.23
0.005,0.02,0.00000008,0.0123,0.12,1.0748,318.52
0.02,0.01,0.08,0.0123,0.22,1.113,321.79
0.00000163,0.04,0.00000009,0.0123,0.2,1.0682,313.67
0.00000163,0.0004,0.00000007,0.0123,0.24,1.0294,287.41
0.03,0.11,0.00000008,0.0123,0.24,1.166,329.43
0.035,0.0004,0.00000008,0.0123,0.1,1.0921,315.87
0.00000163,0.01,0.05,0.0123,0.19,1.0544,303.57
0.00000163,0.07,0.00000008,0.0123,0.14,1.1033,318.06
0.01,0.01,0.00000008,0.0123,0.26,1.057,314.79
0.01,0.0004,0.02,0.0123,0.19,1.0356,310.99
0.04,0.01,0.00000008,0.0123,0.2,1.1249,321.62
0.00000163,0.02,0.00000009,0.0123,0.4,1.0305,307.39
0.00000163,0.01,0.01,0.0123,0.29,1.0544,310.47
0.005,0.06,0.00000008,0.0123,0.21,1.1016,323.44
0.06,0.04,0.00000008,0.0123,0.24,1.134,326.89
0.00000163,0.0004,0.00000008,0.0123,0.4,1.0305,288.41
0.005,0.03,0.00000008,0.0123,0.16,1.085,320.5
0.01,0.07,0.00000008,0.0123,0.14,1.1077,324.88
0.07,0.04,0.00000008,0.0123,0.28,1.154,327.2
0.01,0.03,0.04,0.0123,0.19,1.0726,321.26
0.005,0.07,0.00000009,0.0123,0.21,1.1079,324.26
0.015,0.01,0.00000008,0.0123,0.2,1.098,319.33
0.04,0.03,0.05,0.0123,0.18,1.15,325.19
0.02,0.09,0.01,0.0123,0.25,1.1432,326.32
0.00000163,0.05,0.00000009,0.0123,0.22,1.0993,316.06
0.025,0.0004,0.00000008,0.0123,0.08,1.0701,314.29
0.01,0.0004,0.00000008,0.0123,0.22,1.0293,308.67
0.02,0.08,0.00000008,0.0123,0.22,1.1538,327.82
0.025,0.01,0.00000008,0.0123,0.06,1.108,319.5
0.02,0.0004,0.11,0.0123,0.23,1.0351,311.93
0.04,0.04,0.00000008,0.0123,0.21,1.1565,326.07
0.06,0.06,0.00000008,0.0123,0.27,1.1469,328.22
0.00000163,0.03,0.00000008,0.0123,0.18,1.0682,311.51
0.01,0.02,0.02,0.0123,0.25,1.0608,320.04
0.01,0.02,0.00000009,0.0123,0.21,1.0679,319.69
0.00000163,0.02,0.00000008,0.0123,0.08,1.0306,307.99
0.00000163,0.01,0.00000008,0.0123,0.25,1.0294,302.74
0.01,0.06,0.00000008,0.0123,0.16,1.1021,324.24
0.04,0.0004,0.00000008,0.0123,0.16,1.0996,316.8
0.01,0.03,0.02,0.0123,0.17,1.0754,321.45
0.025,0.02,0.00000007,0.0123,0.21,1.1301,322.87
0.00000163,0.01,0.00000008,0.0123,0.11,1.0612,305.57
0.015,0.0004,0.00000008,0.0123,0.14,1.0647,308.72
0.02,0.04,0.00000008,0.0123,0.2,1.1336,325.06
0.005,0.01,0.00000009,0.0123,0.21,1.0609,315.33
0.00000163,0.05,0.00000007,0.0123,0.21,1.0873,315.49
0.00000163,0.08,0.00000008,0.0123,0.25,1.1016,318.42
0.015,0.0004,0.00000009,0.0123,0.1,1.0641,308.5
0.01,0.06,0.00000008,0.0123,0.23,1.0983,324.48
0.025,0.08,0.00000008,0.0123,0.16,1.1632,328.76
0.03,0.02,0.01,0.0123,0.22,1.1377,323.42
0.005,0.04,0.00000008,0.0123,0.3,1.1203,322.94
0.005,0.05,0.00000008,0.0123,0.18,1.0931,322.47
0.015,0.06,0.00000008,0.0123,0.22,1.1445,326
0.02,0.03,0.00000008,0.0123,0.36,1.1336,324.08
0.005,0.05,0.00000009,0.0123,0.2,1.0956,322.84
0.00000163,0.06,0.06,0.0123,0.2,1.0901,313.63
0.015,0.01,0.00000008,0.0123,0.21,1.0972,319.3
0.09,0.01,0.03,0.0123,0.21,1.1361,322.75
0.00000163,0.02,0.13,0.0123,0.21,1.0581,308.6
0.05,0.02,0.03,0.0123,0.27,1.0671,322.94
0.01,0.0004,0.01,0.0123,0.18,1.037,311.29
0.01,0.0004,0.07,0.0123,0.19,1.0695,310.07
0.00000163,0.03,0.00000008,0.0123,0.32,1.0823,312.04
0.01,0.03,0.02,0.0123,0.18,1.0753,321.37
0.015,0.0004,0.00000007,0.0123,0.2,1.0721,316.63
0.01,0.04,0.00000009,0.0123,0.16,1.0898,322.41
0.01,0.0004,0.00000008,0.0123,0.6,1.0302,307.66
0.00000163,0.0004,0.07,0.0123,0.25,1.0358,289.72
0.03,0.02,0.00000008,0.0123,0.21,1.1331,323.37
0.00000163,0.0004,0.03,0.0123,0.13,1.0352,288.22
0.03,0.0004,0.00000008,0.0123,0.28,1.095,315.18
0.005,0.15,0.00000008,0.0123,0.24,1.1296,326.56
0.03,0.05,0.00000009,0.0123,0.21,1.1556,326.59
0.025,0.0004,0.00000008,0.0123,0.12,1.0707,314.42
0.01,0.04,0.00000008,0.0123,0.18,1.0893,322.77
0.00000163,0.02,0.00000008,0.0123,0.25,1.0306,307.66
0.01,0.04,0.00000008,0.0123,0.08,1.0904,321.94
0.005,0.01,0.00000007,0.0123,0.2,1.0573,315.56
0.025,0.01,0.00000008,0.0123,0.28,1.1161,320.79
0.00000163,0.02,0.04,0.0123,0.22,1.0679,303.62
0.00000163,0.03,0.00000008,0.0123,0.14,1.0575,311.08
0.02,0.01,0.00000008,0.0123,0.12,1.1092,319.45
0.02,0.01,0.00000008,0.0123,0.17,1.0548,318.1
0.01,0.03,0.00000008,0.0123,0.24,1.0812,321.57
0.01,0.02,0.00000008,0.0123,0.3,1.0735,319.99
0.00000163,0.01,0.00000007,0.0123,0.2,1.0306,303.83
0.04,0.0004,0.02,0.0123,0.28,1.0857,314.88
0.005,0.02,0.00000009,0.0123,0.24,1.0636,318.63
0.00000163,0.0004,0.00000007,0.0123,0.3,1.0306,288.54
0.04,0.02,0.00000008,0.0123,0.19,1.068,321.73
0.00000163,0.04,0.03,0.0123,0.21,1.0922,312.33
0.005,0.01,0.00000009,0.0123,0.16,1.0574,315.51
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0306,288.7
