concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.01,0.01,0.00000008,0.0123,0.18,1.0573,316.93
0.03,0.0004,0.00000008,0.0123,0.18,1.108,316.03
0.04,0.04,0.00000008,0.0123,0.19,1.1506,326.3
0.01,0.04,0.00000008,0.0123,0.25,1.0918,322.9
0.01,0.01,0.00000009,0.0123,0.35,1.0566,316.86
0.02,0.06,0.07,0.0123,0.19,1.1525,326.55
0.00000163,0.04,0.00000008,0.0123,0.15,1.0902,314.59
0.00000163,0.0004,0.00000008,0.0123,0.18,1.0294,287.41
0.02,0.02,0.00000008,0.0123,0.4,1.1185,322.52
0.02,0.03,0.00000008,0.0123,0.22,1.0764,322.29
0.00000163,0.03,0.00000008,0.0123,0.21,1.0751,311.7
0.09,0.04,0.00000008,0.0123,0.22,1.1591,327.14
0.00000163,0.0004,0.00000009,0.0123,0.21,1.0306,288.58
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0293,287.39
0.01,0.06,0.00000008,0.0123,0.21,1.0999,324.51
0.00000163,0.0004,0.06,0.0123,0.19,1.0315,290.5
0.005,0.02,0.00000008,0.0123,0.12,1.0748,318.66
0.01,0.03,0.00000008,0.0123,0.21,1.0843,321.59
0.035,0.01,0.00000008,0.0123,0.14,1.1206,321.1
0.02,0.0004,0.01,0.0123,0.29,1.0819,312.89
0.00000163,0.08,0.00000008,0.0123,0.26,1.1098,315.67
0.00000163,0.08,0.00000008,0.0123,0.08,1.1058,316.41
0.005,0.02,0.00000008,0.0123,0.2,1.0661,318.59
0.005,0.0004,0.00000008,0.0123,0.3,1.0305,305.93
0.005,0.01,0.00000008,0.0123,0.14,1.0632,313.58
0.015,0.05,0.00000008,0.0123,0.18,1.1329,325.24
0.04,0.02,0.06,0.0123,0.21,1.0677,323.04
0.00000163,0.04,0.01,0.0123,0.21,1.0864,312.92
0.00000163,0.11,0.00000008,0.0123,0.24,1.1203,320.49
0.00000163,0.02,0.00000008,0.0123,0.12,1.0294,307.07
0.03,0.01,0.04,0.0123,0.23,1.104,320.59
0.01,0.04,0.00000009,0.0123,0.26,1.134,324.31
0.02,0.03,0.00000009,0.0123,0.24,1.1271,323.72
0.015,0.02,0.00000009,0.0123,0.16,1.1111,321.45
0.00000163,0.0004,0.00000008,0.0123,0.12,1.0294,288.67
0.01,0.04,0.00000008,0.0123,0.22,1.0863,322.67
0.005,0.01,0.00000009,0.0123,0.21,1.0573,315.61
0.01,0.05,0.06,0.0123,0.19,1.1175,321.41
0.02,0.01,0.00000008,0.0123,0.2,1.1079,319.7
0.05,0.0004,0.02,0.0123,0.23,1.0295,314.07
0.015,0.02,0.00000008,0.0123,0.2,1.1166,321.57
0.00000163,0.01,0.00000007,0.0123,0.2,1.0306,303.84
0.00000163,0.0004,0.00000008,0.0123,0.7,1.0302,288.1
0.00000163,0.03,0.00000008,0.0123,0.19,1.0547,310.1
0.01,0.0004,0.00000008,0.0123,0.16,1.0306,309.06
0.05,0.0004,0.08,0.0123,0.23,1.034,313.57
0.03,0.05,0.00000008,0.0123,0.16,1.1525,326.55
0.02,0.05,0.00000008,0.0123,0.25,1.0979,324.79
0.01,0.04,0.00000008,0.0123,0.04,1.0933,322
0.005,0.0004,0.00000009,0.0123,0.22,1.0306,306.2
0.02,0.06,0.00000008,0.0123,0.16,1.1431,326.37
0.00000163,0.11,0.00000008,0.0123,0.22,1.115,320.29
0.03,0.02,0.00000008,0.0123,0.14,1.1289,322.86
0.00000163,0.0004,0.01,0.0123,0.1,1.0355,293.58
0.02,0.07,0.00000008,0.0123,0.19,1.1652,327.25
0.00000163,0.01,0.00000008,0.0123,0.28,1.0612,305.12
0.02,0.01,0.01,0.0123,0.24,1.0519,319.41
0.00000163,0.01,0.00000008,0.0123,0.14,1.0306,303.89
0.03,0.02,0.01,0.0123,0.17,1.131,323.15
0.02,0.01,0.04,0.0123,0.23,1.11,319.63
0.02,0.02,0.08,0.0123,0.2,1.0658,321.3
0.09,0.03,0.00000008,0.0123,0.22,1.1514,326.57
0.00000163,0.09,0.00000008,0.0123,0.21,1.1067,319.23
0.01,0.05,0.00000008,0.0123,0.1,1.1244,323.76
0.005,0.0004,0.00000008,0.0123,0.24,1.0306,306.12
0.02,0.01,0.00000007,0.0123,0.2,1.1035,319.75
0.04,0.01,0.03,0.0123,0.18,1.1292,321.28
0.01,0.04,0.00000008,0.0123,0.28,1.1342,323.99
0.015,0.07,0.00000008,0.0123,0.22,1.1438,326.62
0.04,0.03,0.00000008,0.0123,0.13,1.13,324.85
0.02,0.03,0.00000008,0.0123,0.21,1.1274,323.57
0.03,0.0004,0.00000008,0.0123,0.22,1.1068,315.05
0.00000163,0.01,0.01,0.0123,0.25,1.0581,301.61
0.005,0.01,0.00000009,0.0123,0.21,1.0546,315.48
0.03,0.06,0.00000008,0.0123,0.24,1.1033,326.01
0.07,0.02,0.06,0.0123,0.22,1.1269,324.36
0.00000163,0.05,0.00000008,0.0123,0.29,1.0986,315.86
0.00000163,0.1,0.03,0.0123,0.25,1.085,316.59
0.05,0.01,0.00000008,0.0123,0.23,1.1249,320.98
0.015,0.01,0.00000008,0.0123,0.26,1.0995,319.51
0.005,0.09,0.00000008,0.0123,0.2,1.1153,325.9
0.04,0.03,0.02,0.0123,0.19,1.0713,324.35
0.08,0.0004,0.03,0.0123,0.22,1.0929,315.54
0.00000163,0.01,0.00000008,0.0123,0.16,1.0294,302.85
0.00000163,0.06,0.00000008,0.0123,0.22,1.0902,316.46
0.02,0.03,0.00000008,0.0123,0.24,1.1276,323.7
0.01,0.04,0.00000008,0.0123,0.06,1.0904,321.78
0.01,0.08,0.00000008,0.0123,0.22,1.1026,325.99
0.02,0.01,0.05,0.0123,0.21,1.0571,318.62
0.03,0.07,0.04,0.0123,0.21,1.1578,327.53
0.01,0.0004,0.00000008,0.0123,0.35,1.0305,308.34
0.00000163,0.02,0.00000008,0.0123,0.12,1.0306,307.91
0.02,0.03,0.00000008,0.0123,0.12,1.1253,323.21
0.00000163,0.06,0.01,0.0123,0.21,1.0989,315.93
0.01,0.01,0.08,0.0123,0.16,1.1048,318.83
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0306,288.61
0.01,0.0004,0.00000009,0.0123,0.28,1.0306,308.64
0.00000163,0.0004,0.00000008,0.0123,0.08,1.0307,288.71
0.04,0.0004,0.04,0.0123,0.14,1.0997,314.14
0.00000163,0.15,0.00000008,0.0123,0.14,1.118,322.15
0.01,0.02,0.02,0.0123,0.11,1.1155,319.91
0.00000163,0.01,0.00000008,0.0123,0.12,1.0306,303.93
0.03,0.04,0.06,0.0123,0.18,1.0806,324.56
0.005,0.0004,0.00000007,0.0123,0.28,1.0306,305.99
0.005,0.02,0.00000008,0.0123,0.26,1.0656,318.73
0.00000163,0.09,0.00000008,0.0123,0.28,1.106,319.1
0.03,0.02,0.00000009,0.0123,0.16,1.1319,323.31
0.015,0.06,0.00000008,0.0123,0.32,1.1426,326.5
0.00000163,0.03,0.02,0.0123,0.24,1.0755,310.33
0.015,0.03,0.00000009,0.0123,0.2,1.1221,323.15
0.00000163,0.03,0.02,0.0123,0.32,1.0748,310.91
0.04,0.0004,0.00000008,0.0123,0.21,1.0808,312.88
0.005,0.0004,0.00000009,0.0123,0.22,1.0306,306.18
0.015,0.0004,0.00000008,0.0123,0.21,1.064,316.37
0.00000163,0.05,0.00000008,0.0123,0.28,1.099,315.93
0.00000163,0.01,0.00000009,0.0123,0.04,1.0309,304.23
0.02,0.06,0.00000008,0.0123,0.15,1.0991,325.05
0.00000163,0.0004,0.00000008,0.0123,0.45,1.0293,288.36
0.01,0.01,0.00000008,0.0123,0.2,1.0574,316.91
0.01,0.0004,0.00000008,0.0123,0.4,1.0305,308.15
0.005,0.01,0.00000008,0.0123,0.12,1.0612,315.52
0.01,0.01,0.00000008,0.0123,0.12,1.0576,316.75
0.00000163,0.2,0.00000008,0.0124,0.22,1.1185,321.38
0.035,0.0004,0.00000008,0.0123,0.16,1.0953,316.28
0.02,0.08,0.00000008,0.0123,0.22,1.1322,327.14
0.025,0.01,0.00000008,0.0123,0.08,1.1091,319.73
0.00000163,0.08,0.00000008,0.0123,0.22,1.1083,319.11
0.01,0.05,0.00000008,0.0123,0.32,1.0939,323.85
0.015,0.02,0.00000008,0.0123,0.24,1.1124,321.69
0.02,0.02,0.05,0.0123,0.17,1.1225,321.66
0.02,0.0004,0.02,0.0123,0.21,1.0356,307.96
0.00000163,0.01,0.04,0.0123,0.15,1.0493,303.55
0.01,0.02,0.00000009,0.0123,0.24,1.068,319.7
0.02,0.02,0.00000008,0.0123,0.14,1.1164,321.78
0.01,0.02,0.00000009,0.0123,0.26,1.0751,319.89
0.02,0.01,0.00000009,0.0123,0.1,1.0751,318.82
0.00000163,0.02,0.00000009,0.0123,0.16,1.0306,307.84
0.00000163,0.03,0.01,0.0123,0.27,1.0818,311.92
0.005,0.03,0.00000009,0.0123,0.28,1.0835,320.6
0.00000163,0.06,0.00000008,0.0123,0.16,1.0868,315.93
0.03,0.0004,0.02,0.0123,0.2,1.0356,309.87
0.00000163,0.01,0.00000008,0.0123,0.2,1.0294,302.79
0.00000163,0.01,0.00000008,0.0123,0.16,1.0548,305.16
0.00000163,0.0004,0.00000007,0.0123,0.06,1.0307,288.74
0.04,0.03,0.01,0.0123,0.25,1.1366,326.54
0.01,0.05,0.00000008,0.0123,0.14,1.0986,323.84
0.035,0.03,0.00000008,0.0123,0.21,1.1466,325.14
0.01,0.06,0.03,0.0123,0.2,1.1427,325.11
0.00000163,0.0004,0.01,0.0123,0.13,1.0353,292.51
0.00000163,0.01,0.00000009,0.0123,0.14,1.0614,305.51
0.00000163,0.04,0.00000008,0.0123,0.2,1.0659,313.06
0.01,0.05,0.03,0.0123,0.23,1.0863,323.21
0.015,0.03,0.00000008,0.0123,0.26,1.1276,323.27
0.025,0.0004,0.00000009,0.0123,0.14,1.0712,314.52
0.035,0.0004,0.00000008,0.0123,0.26,1.0943,316.09
0.01,0.0004,0.00000007,0.0123,0.21,1.0306,308.89
0.04,0.02,0.00000008,0.0123,0.14,1.1348,323.8
0.08,0.0004,0.02,0.0123,0.23,1.0944,318.18
0.00000163,0.0004,0.06,0.0123,0.23,1.0297,290.3
0.02,0.04,0.11,0.0123,0.2,1.1432,326.3
0.04,0.0004,0.00000008,0.0123,0.28,1.0876,317.14
0.02,0.04,0.01,0.0123,0.27,1.0889,324.21
0.00000163,0.1,0.00000008,0.0123,0.1,1.1126,319.96
0.00000163,0.02,0.00000008,0.0123,0.25,1.0293,306.83
0.05,0.02,0.02,0.0123,0.27,1.1236,323.04
0.01,0.06,0.01,0.0123,0.19,1.0956,324.38
0.02,0.04,0.00000009,0.0123,0.16,1.1322,324.54
0.05,0.0004,0.01,0.0123,0.21,1.0877,316.7
0.01,0.08,0.00000008,0.0123,0.22,1.107,325.57
0.015,0.02,0.00000007,0.0123,0.24,1.1187,321.85
0.03,0.0004,0.01,0.0123,0.29,1.086,312.22
0.03,0.01,0.00000009,0.0123,0.24,1.1208,321.11
0.025,0.06,0.00000008,0.0123,0.21,1.1522,326.91
0.02,0.04,0.00000008,0.0123,0.12,1.1313,324.37
0.00000163,0.04,0.07,0.0123,0.26,1.072,311.53
0.035,0.0004,0.00000008,0.0123,0.28,1.0942,316.06
0.07,0.01,0.04,0.0123,0.17,1.1125,324.98
0.01,0.05,0.00000008,0.0123,0.32,1.0983,324.37
0.015,0.04,0.00000008,0.0123,0.12,1.1413,324.11
0.01,0.0004,0.00000008,0.0123,0.25,1.0306,308.74
0.07,0.0004,0.03,0.0123,0.24,1.0796,316.2
0.02,0.0004,0.00000008,0.0123,0.16,1.0718,317.94
0.00000163,0.01,0.00000009,0.0123,0.1,1.0307,303.98
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0294,288.57
0.04,0.0004,0.06,0.0123,0.2,1.0327,313.96
0.00000163,0.03,0.00000008,0.0123,0.26,1.076,312.27
0.02,0.0004,0.00000008,0.0123,0.21,1.0712,317.71
0.02,0.0004,0.00000008,0.0123,0.23,1.0293,311.73
0.02,0.03,0.00000008,0.0123,0.1,1.1236,323.01
0.02,0.0004,0.04,0.0123,0.23,1.0796,314.02
0.005,0.0004,0.00000008,0.0123,0.22,1.0294,306.04
0.00000163,0.04,0.00000008,0.0123,0.21,1.0658,312.49
0.015,0.0004,0.00000008,0.0123,0.08,1.0642,308.41
0.03,0.01,0.00000008,0.0123,0.12,1.1179,320.3
0.015,0.06,0.00000008,0.0123,0.22,1.1388,325.93
0.04,0.06,0.00000008,0.0123,0.23,1.1673,328
0.00000163,0.04,0.00000008,0.0123,0.22,1.0741,313.92
0.02,0.0004,0.04,0.0123,0.14,1.0798,312.49
0.02,0.01,0.00000009,0.0123,0.22,1.1036,319.8
0.01,0.2,0.00000008,0.0124,0.2,1.1413,329.64
0.03,0.0004,0.00000008,0.0123,0.12,1.0753,315.24
0.005,0.08,0.00000008,0.0123,0.21,1.1126,325.53
0.00000163,0.0004,0.1,0.0123,0.25,1.0328,292.3
0.01,0.01,0.01,0.0123,0.16,1.1029,318.09
0.00000163,0.03,0.01,0.0123,0.26,1.0818,311.85
0.005,0.02,0.00000008,0.0123,0.21,1.0751,318.87
0.03,0.02,0.07,0.0123,0.27,1.1359,323.17
0.06,0.01,0.01,0.0123,0.19,1.1175,321.41
0.00000163,0.01,0.00000009,0.0123,0.2,1.0614,305.35
0.00000163,0.05,0.00000008,0.0123,0.08,1.0831,315.53
0.03,0.0004,0.01,0.0123,0.2,1.0796,313.36
0.01,0.06,0.00000008,0.0123,0.18,1.1045,322.76
0.00000163,0.04,0.00000008,0.0123,0.22,1.0681,313.21
0.005,0.03,0.00000007,0.0123,0.28,1.0823,320.81
0.06,0.04,0.00000008,0.0123,0.25,1.1498,327.02
0.02,0.04,0.00000008,0.0123,0.14,1.132,324.61
0.07,0.0004,0.03,0.0123,0.22,1.0796,316.64
0.00000163,0.02,0.00000008,0.0123,0.6,1.0722,308.62
0.06,0.0004,0.00000008,0.0123,0.1,1.1001,316.02
0.01,0.09,0.00000008,0.0123,0.18,1.1151,326.1
0.03,0.02,0.00000008,0.0123,0.2,1.097,322.5
0.03,0.05,0.03,0.0123,0.23,1.096,323.35
0.01,0.0004,0.14,0.0123,0.23,1.0706,309.87
0.04,0.0004,0.00000009,0.0123,0.28,1.0876,317.14
0.00000163,0.0004,0.00000008,0.0123,0.08,1.0306,288.71
0.02,0.03,0.05,0.0123,0.22,1.0748,322.75
0.03,0.04,0.00000008,0.0123,0.19,1.1383,325.47
0.005,0.03,0.00000008,0.0123,0.18,1.081,320.33
0.00000163,0.02,0.01,0.0123,0.18,1.0354,304.86
0.025,0.0004,0.00000007,0.0123,0.12,1.1016,314.83
0.015,0.07,0.00000008,0.0123,0.2,1.1437,326.67
0.01,0.02,0.00000008,0.0123,0.08,1.0686,319.08
0.00000163,0.04,0.00000008,0.0123,0.4,1.09,314.06
0.00000163,0.04,0.00000007,0.0123,0.2,1.0748,313.42
0.00000163,0.1,0.00000008,0.0123,0.22,1.107,320.49
0.02,0.0004,0.01,0.0123,0.24,1.0356,313.03
0.01,0.03,0.00000009,0.0123,0.35,1.0794,321.66
0.01,0.0004,0.11,0.0123,0.22,1.0783,313.56
0.01,0.05,0.00000009,0.0123,0.21,1.0993,323.88
0.005,0.04,0.00000009,0.0123,0.28,1.0875,321.79
0.00000163,0.05,0.00000008,0.0123,0.04,1.0831,315.62
0.00000163,0.08,0.00000008,0.0123,0.35,1.0986,318.12
0.03,0.0004,0.00000008,0.0123,0.16,1.0752,315.5
0.02,0.01,0.00000009,0.0123,0.24,1.1067,320.05
0.00000163,0.04,0.00000008,0.0123,0.12,1.0686,313.91
0.02,0.01,0.06,0.0123,0.22,1.0518,318.29
0.015,0.03,0.00000009,0.0123,0.16,1.1213,322.94
0.01,0.01,0.00000009,0.0123,0.26,1.057,314.77
0.00000163,0.01,0.00000009,0.0123,0.06,1.0308,304.07
0.00000163,0.0004,0.04,0.0123,0.22,1.0293,294.43
0.05,0.0004,0.01,0.0123,0.27,1.0357,311.8
0.03,0.05,0.07,0.0123,0.23,1.1453,326.16
0.00000163,0.04,0.02,0.0123,0.27,1.0879,312.57
0.02,0.01,0.03,0.0123,0.25,1.1155,320.36
0.00000163,0.01,0.00000009,0.0123,0.28,1.0306,303.72
0.015,0.05,0.00000008,0.0123,0.14,1.1347,324.91
0.01,0.04,0.00000009,0.0123,0.18,1.0934,322.79
0.005,0.01,0.00000007,0.0123,0.22,1.0572,315.26
0.02,0.02,0.00000008,0.0123,0.28,1.1188,322.76
0.00000163,0.01,0.03,0.0123,0.25,1.052,303.78
0.01,0.0004,0.00000009,0.0123,0.08,1.0308,309.02
0.00000163,0.01,0.02,0.0123,0.2,1.0547,300.47
0.02,0.02,0.00000008,0.0123,0.22,1.117,322.55
0.02,0.04,0.00000008,0.0123,0.2,1.1336,324.69
0.005,0.05,0.00000008,0.0123,0.24,1.0957,322.77
0.015,0.02,0.00000008,0.0123,0.22,1.112,322.12
0.04,0.01,0.00000008,0.0123,0.24,1.0578,319.71
0.02,0.01,0.09,0.0123,0.25,1.1123,315.99
0.00000163,0.03,0.00000008,0.0123,0.08,1.0688,312.39
0.07,0.01,0.06,0.0123,0.2,1.1122,325.24
0.01,0.04,0.00000008,0.0123,0.14,1.0927,322.6
0.03,0.0004,0.00000008,0.0123,0.24,1.1065,314.99
0.00000163,0.01,0.00000008,0.0123,0.45,1.0303,303.37
0.00000163,0.03,0.05,0.0123,0.19,1.077,309.23
0.01,0.04,0.04,0.0123,0.24,1.134,323.23
0.00000163,0.06,0.00000008,0.0123,0.28,1.0861,316.12
0.025,0.0004,0.00000008,0.0123,0.4,1.0847,314.92
0.005,0.01,0.00000008,0.0123,0.32,1.0543,315.68
0.05,0.01,0.06,0.0123,0.22,1.0575,320.89
0.00000163,0.06,0.00000008,0.0123,0.3,1.0859,316.01
0.00000163,0.02,0.02,0.0123,0.25,1.0717,305.1
0.005,0.0004,0.00000008,0.0123,0.22,1.0306,306.18
0.01,0.0004,0.00000008,0.0123,0.06,1.0308,309.07
0.00000163,0.12,0.02,0.0123,0.21,1.1112,319.42
0.015,0.04,0.00000008,0.0123,0.06,1.1236,323.45
0.005,0.02,0.00000008,0.0123,0.21,1.0658,318.63
0.02,0.02,0.00000008,0.0123,0.2,1.1168,322.46
0.00000163,0.05,0.00000008,0.0123,0.32,1.0954,315.58
0.04,0.09,0.00000008,0.0123,0.17,1.1555,328.94
0.00000163,0.06,0.00000009,0.0123,0.2,1.089,316.53
0.00000163,0.0004,0.00000009,0.0123,0.21,1.0294,287.41
0.01,0.0004,0.04,0.0123,0.19,1.0714,313.66
0.02,0.03,0.00000007,0.0123,0.16,1.1265,323.39
0.00000163,0.04,0.00000008,0.0123,0.12,1.0868,314.55
0.015,0.04,0.00000008,0.0123,0.2,1.1281,324.15
0.00000163,0.0004,0.00000008,0.0123,0.32,1.0306,288.52
0.025,0.0004,0.00000008,0.0123,0.02,1.0712,303.94
0.00000163,0.04,0.05,0.0123,0.23,1.0665,310.92
0.025,0.02,0.00000008,0.0123,0.18,1.1277,322.69
0.03,0.06,0.00000008,0.0123,0.21,1.1579,327.43
0.03,0.01,0.00000008,0.0123,0.15,1.1218,320.82
0.01,0.02,0.00000008,0.0123,0.12,1.0663,319.38
0.00000163,0.06,0.00000008,0.0123,0.16,1.0897,316.57
0.04,0.08,0.00000008,0.0123,0.16,1.1758,328.9
0.01,0.0004,0.11,0.0123,0.19,1.0691,309.31
0.04,0.0004,0.00000008,0.0123,0.21,1.0994,316.83
0.00000163,0.0004,0.00000009,0.0123,0.16,1.0306,288.6
0.01,0.01,0.00000009,0.0123,0.2,1.0571,317
0.005,0.03,0.00000008,0.0123,0.21,1.0789,320.31
0.02,0.11,0.00000008,0.0123,0.27,1.1515,328.79
0.00000163,0.04,0.00000008,0.0123,0.24,1.0678,313.13
0.04,0.01,0.01,0.0123,0.27,1.1147,324.02
0.005,0.01,0.00000008,0.0123,0.14,1.0549,315.54
0.00000163,0.03,0.00000009,0.0123,0.28,1.0677,311.2
0.06,0.01,0.02,0.0123,0.23,1.1295,325.57
0.015,0.0004,0.00000008,0.0123,0.25,1.0636,316.35
0.00000163,0.01,0.00000008,0.0123,0.2,1.0294,302.79
0.02,0.05,0.00000008,0.0123,0.15,1.0927,324.32
0.02,0.0004,0.00000008,0.0123,0.12,1.0711,309.77
0.00000163,0.08,0.00000008,0.0123,0.28,1.1028,318.51
0.01,0.01,0.01,0.0123,0.17,1.0512,317.53
0.015,0.02,0.00000008,0.0123,0.26,1.1199,322.41
0.00000163,0.14,0.05,0.0123,0.21,1.0927,317.89
0.025,0.01,0.00000008,0.0123,0.16,1.1129,320.66
0.005,0.02,0.00000008,0.0123,0.32,1.0675,318.86
0.03,0.0004,0.03,0.0123,0.26,1.0936,313.6
0.025,0.0004,0.00000008,0.0123,0.14,1.071,314.43
0.03,0.01,0.00000008,0.0123,0.21,1.1199,320.99
0.00000163,0.02,0.00000008,0.0123,0.19,1.0294,306.94
0.01,0.0004,0.00000008,0.0123,0.3,1.0694,314.09
0.00000163,0.09,0.04,0.0123,0.22,1.0818,315.77
0.00000163,0.01,0.00000008,0.0123,0.16,1.0294,302.86
0.00000163,0.06,0.00000008,0.0123,0.24,1.0882,316.32
0.00000163,0.06,0.01,0.0123,0.26,1.0986,316.35
0.03,0.04,0.07,0.0123,0.2,1.1639,325.76
0.025,0.03,0.00000008,0.0123,0.21,1.139,324.54
0.035,0.0004,0.00000008,0.0123,0.18,1.0887,315.63
0.00000163,0.01,0.00000008,0.0123,0.28,1.0306,303.71
0.035,0.01,0.00000008,0.0123,0.1,1.1203,320.31
0.015,0.01,0.00000008,0.0123,0.12,1.1026,319.13
0.05,0.02,0.00000008,0.0123,0.14,1.0662,321.97
0.025,0.0004,0.00000008,0.0123,0.16,1.1006,315.08
0.025,0.02,0.00000008,0.0123,0.2,1.1275,322.72
0.02,0.04,0.00000008,0.0123,0.3,1.1354,325.06
0.025,0.02,0.00000008,0.0123,0.2,1.1277,322.71
0.00000163,0.05,0.01,0.0123,0.23,1.038,310.51
0.025,0.0004,0.00000008,0.0123,0.3,1.0998,312.55
0.00000163,0.01,0.00000008,0.0123,0.12,1.0294,303.86
0.00000163,0.01,0.02,0.0123,0.27,1.0501,304.28
0.01,0.01,0.00000008,0.0123,0.18,1.0573,316.93
0.03,0.06,0.00000008,0.0123,0.24,1.1591,327.49
0.03,0.02,0.00000009,0.0123,0.28,1.1345,323.43
0.015,0.03,0.00000008,0.0123,0.18,1.1266,323.04
0.00000163,0.01,0.00000009,0.0123,0.12,1.0294,303.86
0.015,0.01,0.00000008,0.0123,0.21,1.0978,319.34
0.03,0.01,0.02,0.0123,0.26,1.1202,320.17
0.00000163,0.01,0.00000008,0.0123,0.35,1.0305,303.57
0.00000163,0.01,0.01,0.0123,0.17,1.0583,301.23
0.015,0.0004,0.00000008,0.0123,0.28,1.0786,310.16
0.06,0.0004,0.04,0.0123,0.2,1.0695,317.13
0.01,0.02,0.03,0.0123,0.17,1.0658,319.68
0.00000163,0.03,0.00000008,0.0123,0.28,1.0813,312.43
0.015,0.02,0.00000008,0.0123,0.24,1.1121,321.73
0.02,0.02,0.00000008,0.0123,0.28,1.1181,322.78
0.00000163,0.03,0.00000007,0.0123,0.24,1.0547,310.7
0.03,0.02,0.04,0.0123,0.21,1.1335,322.92
0.005,0.02,0.00000008,0.0123,0.18,1.066,318.6
0.03,0.0004,0.05,0.0123,0.26,1.0959,314.74
0.00000163,0.03,0.00000008,0.0123,0.24,1.068,311.32
0.02,0.03,0.00000008,0.0123,0.04,1.1206,322.39
0.03,0.02,0.01,0.0123,0.18,1.1204,322
0.00000163,0.03,0.00000008,0.0123,0.5,1.0715,310.74
0.05,0.0004,0.03,0.0123,0.21,1.0305,313.41
0.00000163,0.04,0.00000008,0.0123,0.21,1.0845,314.37
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0305,288.56
0.00000163,0.04,0.00000008,0.0123,0.2,1.0682,313.74
0.00000163,0.02,0.00000008,0.0123,0.35,1.0745,309.52
0.025,0.02,0.00000009,0.0123,0.2,1.1328,322.87
0.015,0.02,0.00000008,0.0123,0.1,1.1145,321.06
0.00000163,0.06,0.00000008,0.0123,0.1,1.1054,317.46
0.005,0.0004,0.00000008,0.0123,0.06,1.0307,306.35
0.01,0.0004,0.00000008,0.0123,0.35,1.0305,308.34
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,287.42
0.00000163,0.07,0.03,0.0123,0.2,1.0682,314.57
0.03,0.0004,0.00000008,0.0123,0.12,1.075,315.41
0.03,0.1,0.00000008,0.0123,0.2,1.1609,328.81
0.01,0.02,0.02,0.0123,0.26,1.1176,320.79
0.03,0.0004,0.02,0.0123,0.16,1.0355,310.87
0.05,0.0004,0.01,0.0123,0.29,1.0967,315.25
0.03,0.0004,0.00000008,0.0123,0.12,1.075,315.41
0.01,0.02,0.00000007,0.0123,0.21,1.0681,319.67
0.00000163,0.0004,0.00000008,0.0123,0.15,1.0294,288.58
0.00000163,0.01,0.00000007,0.0123,0.32,1.0306,303.64
0.07,0.02,0.07,0.0123,0.19,1.126,327.98
0.02,0.04,0.07,0.0123,0.21,1.1412,324.95
0.00000163,0.01,0.00000008,0.0123,0.16,1.0573,305.27
0.00000163,0.03,0.02,0.0123,0.21,1.076,309.17
0.015,0.01,0.00000008,0.0123,0.22,1.1032,319.51
0.01,0.0004,0.00000007,0.0123,0.28,1.0306,308.65
0.00000163,0.06,0.00000008,0.0123,0.28,1.0924,316.36
0.02,0.03,0.03,0.0123,0.27,1.0751,322.66
0.015,0.06,0.00000008,0.0123,0.24,1.1403,326.04
0.04,0.06,0.00000008,0.0123,0.21,1.1657,328.11
0.02,0.04,0.01,0.0123,0.23,1.0858,324.09
0.005,0.03,0.00000008,0.0123,0.2,1.0787,318.57
0.01,0.02,0.00000008,0.0123,0.18,1.0682,319.58
0.00000163,0.08,0.00000008,0.0123,0.18,1.1016,317.13
0.035,0.02,0.00000009,0.0123,0.21,1.1344,323.5
0.00000163,0.05,0.00000008,0.0123,0.25,1.0787,315.11
0.04,0.03,0.06,0.0123,0.18,1.1497,324.59
0.015,0.0004,0.00000008,0.0123,0.18,1.0642,308.79
0.00000163,0.03,0.00000009,0.0123,0.16,1.0852,313
0.00000163,0.1,0.00000009,0.0123,0.21,1.1111,319.84
0.02,0.01,0.00000008,0.0123,0.04,1.0991,318.54
0.025,0.04,0.00000008,0.0123,0.2,1.1436,325.53
0.02,0.0004,0.04,0.0123,0.27,1.0324,307.43
0.00000163,0.02,0.00000008,0.0123,0.25,1.074,309.8
0.01,0.0004,0.13,0.0123,0.2,1.0694,309.49
0.05,0.0004,0.01,0.0123,0.26,1.1025,317.26
0.00000163,0.02,0.00000008,0.0123,0.35,1.0305,307.5
0.01,0.03,0.00000008,0.0123,0.16,1.0765,321.21
0.04,0.03,0.00000008,0.0123,0.21,1.1465,325.45
0.005,0.02,0.00000008,0.0123,0.21,1.0679,318.67
0.04,0.02,0.03,0.0123,0.19,1.1359,323.44
0.00000163,0.0004,0.00000008,0.0123,0.24,1.0306,288.57
0.01,0.04,0.00000008,0.0123,0.2,1.0865,322.63
0.03,0.04,0.02,0.0123,0.25,1.0847,324.73
0.00000163,0.01,0.07,0.0123,0.25,1.0548,303.87
0.015,0.04,0.00000008,0.0123,0.14,1.1358,324.04
0.02,0.0004,0.05,0.0123,0.2,1.0712,310.96
0.00000163,0.04,0.02,0.0123,0.24,1.0828,311.92
0.005,0.06,0.00000009,0.0123,0.2,1.1007,323.67
0.00000163,0.01,0.02,0.0123,0.25,1.0515,304.14
